Uid,Indegree ranklg,Group
1764222885,2.0718820073061255,Generalist
1872762823,2.0755469613925306,Specialist
5556869758,2.0791812460476247,Specialist
2776631980,2.08278537031645,Specialist
2497298463,2.086359830674748,Specialist
5845955894,2.0899051114393976,Generalist
1858549757,2.093421685162235,Specialist
1974514450,2.0969100130080562,Specialist
1649597805,2.1003705451175625,Specialist
3021514657,2.103803720955957,Specialist
5189448902,2.107209969647868,Specialist
3195002852,2.110589710299249,Specialist
5500491427,2.1139433523068365,Specialist
2280893642,2.117271295655764,Specialist
5135808743,2.1205739312058496,Generalist
1880927244,2.123851640967086,Specialist
5044281310,2.1271047983648073,Generalist
2419188521,2.130333768495006,Specialist
1737588567,2.1335389083702174,Generalist
1661169385,2.1367205671564067,Specialist
3214528531,2.1398790864012365,Specialist
3042094223,2.143014800254095,Specialist
3284301443,2.1461280356782377,Specialist
1771925961,2.1492191126553797,Specialist
1764442302,2.1522883443830563,Generalist
1223178222,2.1553360374650614,Specialist
3771196911,2.1583624920952493,Specialist
2063264115,2.1613680022349744,Specialist
3018242917,2.1643528557844367,Specialist
2258727970,2.1673173347481756,Generalist
5607510118,2.170261715394957,Specialist
2549228714,2.173186268412274,Generalist
2304394690,2.176091259055681,Specialist
3591355593,2.1789769472931693,Generalist
1956700750,2.181843587944772,Generalist
5198011111,2.1846914308175984,Specialist
1715118170,2.187520720836463,Specialist
5648516491,2.1903316981702914,Specialist
1933386274,2.1931245983544616,Specialist
1747741564,2.1958996524092336,Specialist
1693177930,2.1986570869544226,Specialist
5882998192,2.2013971243204513,Generalist
2784552954,2.2041199826559246,Specialist
3579155041,2.2068258760318495,Generalist
3622512610,2.2095150145426303,Generalist
2969186274,2.2121876044039577,Specialist
2891529877,2.214843848047698,Generalist
1649173367,2.217483944213906,Generalist
1926652273,2.220108088040055,Generalist
1144850304,2.2227164711475833,Specialist
1097201945,2.2253092817258624,Generalist
3217179555,2.2278867046136734,Generalist
5966691117,2.2304489213782737,Specialist
2714280233,2.2329961103921536,Generalist
1850988623,2.2355284469075487,Generalist
2067756135,2.2380461031287955,Generalist
5066369752,2.2405492482825995,Specialist
1980569103,2.2430380486862944,Specialist
1286659964,2.2455126678141495,Generalist
3900215081,2.2479732663618064,Generalist
1402400261,2.2504200023088936,Specialist
2006278231,2.252853030979893,Specialist
1786860821,2.255272505103306,Specialist
1749224837,2.2576785748691846,Specialist
2660577861,2.2600713879850747,Specialist
3871046669,2.2624510897304293,Specialist
1300957955,2.2648178230095364,Generalist
5297303912,2.2671717284030133,Specialist
3306279953,2.2695129442179165,Generalist
3191534861,2.271841606536499,Specialist
1241148864,2.2741578492636796,Generalist
5067607858,2.276461804173244,Generalist
1871180452,2.278753600952829,Specialist
2262509697,2.281033367247727,Specialist
1826017320,2.2833012287035492,Specialist
2338816763,2.2855573090077734,Specialist
1638782947,2.287801729930226,Generalist
5685524083,2.290034611362518,Specialist
3737972773,2.2922560713564755,Generalist
3788301822,2.294466226161593,Generalist
1977459170,2.296665190261531,Specialist
1756667731,2.2988530764097064,Specialist
1784473157,2.301029995663981,Generalist
